Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0143-9886-01)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0143-9889-01)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-01)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-46)",Reverified,9/15/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-55)",Reverified,9/15/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-58)",Reverified,9/15/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-46)",Reverified,9/15/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-52)",Reverified,9/15/2023,Limited Availability,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-57)",Reverified,9/15/2023,Limited Availability,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-46)",Reverified,9/15/2023,Limited Availability,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-52)",Reverified,9/15/2023,Limited Availability,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-545-8747,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-57)",Reverified,9/15/2023,Limited Availability,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-46)",Reverified,9/15/2023,Limited Availability,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-55)",Reverified,9/15/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-58)",Reverified,9/15/2023,Limited Availability,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-73)",Revised,12/6/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-800,"Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-80)",Revised,12/6/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-79)",Revised,12/6/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 65862-706-55)",Revised,6/13/2023,On allocation.,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 65862-706-80)",Revised,6/13/2023,On allocation.,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 65862-070-50)",Revised,6/13/2023,On allocation.,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 65862-070-75)",Revised,6/13/2023,On allocation.,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 65862-707-55)",Revised,6/13/2023,On allocation.,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 65862-707-80)",Revised,6/13/2023,On allocation.,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 65862-071-50)",Revised,6/13/2023,On allocation.,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 65862-071-75)",Revised,6/13/2023,On allocation.,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0143-9888-15)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0143-9888-80)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0143-9886-50)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0143-9886-75)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0143-9889-15)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0143-9889-80)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-50)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-75)",Reverified,11/27/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 200 mg/5 mL (NDC 0093-4160-73)",Revised,12/6/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 200 mg/5 mL (NDC 0093-4160-76)",Revised,12/6/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 200 mg/5 mL (NDC 0093-4160-78)",Revised,12/6/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 400 mg/5 mL (NDC 0093-4161-73)",Revised,12/6/2023,Available,"
","
","
",Anti-Infective,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 400 mg/5 mL (NDC 0093-4161-76)",Revised,12/6/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 400 mg/5 mL (NDC 0093-4161-78)",Revised,12/6/2023,Available,"
","
","
",Anti-Infective; Pediatric,Current,"
","
",10/28/2022,"
","
","
","
","
","
","
"
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",USPHARMA WINDLAS,855-257-0292,"Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 72516-016-01)",Revised,11/1/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",USPHARMA WINDLAS,855-257-0292,"Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 72516-014-01)",Revised,11/1/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",USPHARMA WINDLAS,855-257-0292,"Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 72516-013-01)",Revised,11/1/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",USPHARMA WINDLAS,855-257-0292,"Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 72516-012-01)",Revised,11/1/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",USPHARMA WINDLAS,855-257-0292,"Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 72516-011-01)",Revised,11/1/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,(866) 850-2876 or CustomerService@AurobindoUSA.com,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 13107-068-01)",Revised,6/16/2023,Estimated availability December 2023,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,(866) 850-2876 or CustomerService@AurobindoUSA.com,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 13107-069-01)",Revised,6/16/2023,Estimated availability December 2023,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,(866) 850-2876 or CustomerService@AurobindoUSA.com,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 13107-070-01)",Revised,6/16/2023,Estimated availability December 2023,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,(866) 850-2876 OR CustomerService@AurobindoUSA.com,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 13107-072-01)",Revised,6/16/2023,Estimated availability December 2023,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,(866) 850-2876 or CustomerService@AurobindoUSA.com,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 13107-073-01)",Revised,6/16/2023,Estimated availability December 2023,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
