Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Cisplatin Injection,HQ Specialty Pharma,WG Critical Care 888-493-0861,"Injection, 1 mg/1 mL (NDC 44567-511-01)",Reverified,4/15/2024,Available,Marketed by WG Critical Care,"
","
",Oncology; Pediatric,Current,"
","
",2/10/2023,"
","
","
","
","
","
","
"
Cisplatin Injection,HQ Specialty Pharma,WG Critical Care 888-493-0861,"Injection, 1 mg/1 mL (NDC 44567-530-01)",Reverified,4/15/2024,Available,Marketed by WG Critical Care,"
","
",Oncology; Pediatric,Current,"
","
",2/10/2023,"
","
","
","
","
","
","
"
Cisplatin Injection,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Injection, 50 mg/50 mL (NDC 0703-5747-11)",Revised,5/15/2024,Available,"
","
","
",Oncology; Pediatric,Current,"
","
",2/10/2023,"
","
","
","
","
","
","
"
Cisplatin Injection,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Injection, 100 mg/100 mL (NDC 0703-5748-11)",Revised,5/15/2024,Available,"
","
","
",Oncology; Pediatric,Current,"
","
",2/10/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Pfizer Inc.,800-533-4535,"Cleocin Phosphate, Injection, Cleocin Phosphate 300 mg/2 mL (150 mg/mL) (NDC 0009-0870-26)",Revised,5/24/2024,Limited Availability,Limited Supply Available. Next Delivery and Estimated Recovery: June 2024,"
",Demand increase for the drug,Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Pfizer Inc.,800-533-4535,"Cleocin Phosphate, Injection, Cleocin Phosphate 600 mg/4 mL (150 mg/mL) (NDC 0009-0775-26)",Revised,5/24/2024,Limited Availability,Limited Supply Available. Next Delivery: June 2024; Estimated Recovery: September 2024; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Pfizer Inc.,800-533-4535,"Cleocin Phosphate, Injection, Cleocin Phosphate 9 g/60 mL (150 mg/mL) (NDC 0009-0728-09)",Revised,5/24/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Pfizer Inc.,800-533-4535,"Cleocin Phosphate, Injection, Cleocin Phosphate 900 mg/6 mL (150 mg/mL) (NDC 0009-0902-18)",Revised,5/24/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Sagent Pharmaceuticals,866-625-1618,"Injection, 150 mg/1 mL (NDC 25021-115-02)",Reverified,5/18/2024,Unavailable,Backorder. Estimated availability TBD,"
",Demand increase for the drug,Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Sagent Pharmaceuticals,866-625-1618,"Injection, 150 mg/1 mL (NDC 25021-115-04)",Reverified,5/18/2024,Unavailable,Backorder. Estimated availability TBD,"
",Demand increase for the drug,Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Sagent Pharmaceuticals,866-625-1618,"Injection, 150 mg/1 mL (NDC 25021-115-06)",Reverified,5/18/2024,Unavailable,Backorder. Estimated availability TBD,"
",Demand increase for the drug,Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Baxter Healthcare,888-229-0001,"Clindamycin Phosphate, Injection, 300 mg/50 mL (NDC 0338-9545-50)",Revised,5/13/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Baxter Healthcare,888-229-0001,"Clindamycin Phosphate, Injection, 300 mg/50 mL (NDC 0338-9549-50)",Revised,5/13/2024,Limited Availability,"
","
",Delay in shipping of the drug,Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Baxter Healthcare,888-229-0001,"Clindamycin Phosphate, Injection, 900 mg/50 mL (NDC 0338-9553-50)",Revised,5/13/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Baxter Healthcare,888-229-0001,"Clindamycin Phosphate, Injection, 300 mg/50 mL (NDC 0338-3410-50)",Revised,5/13/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Baxter Healthcare,888-229-0001,"Clindamycin Phosphate, Injection, 600 mg/50 mL (NDC 0338-3612-50)",Revised,5/13/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Baxter Healthcare,888-229-0001,"Clindamycin Phosphate, Injection, 900 mg/50 mL (NDC 0338-3814-50)",Revised,5/13/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Sandoz Inc.,800-525-8747,"Clindamycin Phosphate In 5% Dextrose In Plastic Container, Injection, 6 mg/1 mL (NDC 0781-3288-09)",Reverified,6/3/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Sandoz Inc.,800-525-8747,"Clindamycin Phosphate In 5% Dextrose In Plastic Container, Injection, 12 mg/1 mL (NDC 0781-3289-09)",Reverified,6/3/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Sandoz Inc.,800-525-8747,"Clindamycin Phosphate In 5% Dextrose In Plastic Container, Injection, 18 mg/1 mL (NDC 0781-3290-09)",Reverified,6/3/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Sandoz Inc.,800-525-8747,"Clindamycin Phosphate In 5% Dextrose In Plastic Container, Injection, 12 mg/1 mL (NDC 72572-074-24)",Reverified,6/3/2024,Available,Civica Label,"
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Sandoz Inc.,800-525-8747,"Clindamycin Phosphate In 5% Dextrose In Plastic Container, Injection, 18 mg/1 mL (NDC 72572-076-24)",Reverified,6/3/2024,Available,Civica Label,"
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Pfizer Inc.,800-533-4535,"Cleocin Phosphate, Injection, 300 mg/2 mL (150 mg/mL) (NDC 0009-3051-02)",Revised,5/24/2024,Unavailable,Next Delivery and Estimated Recovery: July 2024,"
",Delay in shipping of the drug,Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Pfizer Inc.,800-533-4535,"Cleocin Phosphate, Injection, 900 mg/6 mL (150 mg/mL) (NDC 0009-5095-06)",Revised,5/24/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clindamycin Phosphate Injection,Pfizer Inc.,800-533-4535,"Cleocin Phosphate, Injection, 600 mg/4 mL (150 mg/mL) (NDC 0009-4073-04)",Revised,5/24/2024,Available,"
","
","
",Anti-Infective,Current,"
","
",3/21/2023,"
","
","
","
","
","
","
"
Clobetasol Propionate Cream,Fougera (a Sandoz company),800-525-8747,"Cream, .5 mg/1 g (NDC 0168-0163-15)",New,4/3/2024,"
","
","
","
",Dermatology,To Be Discontinued,"
",4/3/2024,4/3/2024,"
","
","
","
","
","
","
"
Clobetasol Propionate Cream,Fougera (a Sandoz company),800-525-8747,"Cream, .5 mg/1 g (NDC 0168-0163-30)",New,4/3/2024,"
","
","
","
",Dermatology,To Be Discontinued,"
",4/3/2024,4/3/2024,"
","
","
","
","
","
","
"
Clobetasol Propionate Cream,Fougera (a Sandoz company),800-525-8747,"Cream, .5 mg/1 g (NDC 0168-0163-46)",New,4/3/2024,"
","
","
","
",Dermatology,To Be Discontinued,"
",4/3/2024,4/3/2024,"
","
","
","
","
","
","
"
Clobetasol Propionate Cream,Fougera (a Sandoz company),800-525-8747,"Cream, .5 mg/1 g (NDC 0168-0163-60)",New,4/3/2024,"
","
","
","
",Dermatology,To Be Discontinued,"
",4/3/2024,4/3/2024,"
","
","
","
","
","
","
"
Clobetasol Propionate Cream,Fougera (a Sandoz company),800-525-8747,"Cream, .5 mg/1 g (NDC 0168-0293-15)",New,4/3/2024,"
","
","
","
",Dermatology,To Be Discontinued,"
",4/3/2024,4/3/2024,"
","
","
","
","
","
","
"
Clobetasol Propionate Cream,Fougera (a Sandoz company),800-525-8747,"Cream, .5 mg/1 g (NDC 0168-0293-30)",New,4/3/2024,"
","
","
","
",Dermatology,To Be Discontinued,"
",4/3/2024,4/3/2024,"
","
","
","
","
","
","
"
Clobetasol Propionate Cream,Fougera (a Sandoz company),800-525-8747,"Cream, .5 mg/1 g (NDC 0168-0293-60)",New,4/3/2024,"
","
","
","
",Dermatology,To Be Discontinued,"
",4/3/2024,4/3/2024,"
","
","
","
","
","
","
"
Clobetasol Propionate Cream,Fougera (a Sandoz company),800-525-8747,"Clobetasol Propionate (Emollient), Cream, .5 mg/1 g (NDC 0168-0301-30)",New,4/3/2024,"
","
","
","
",Dermatology,To Be Discontinued,"
",4/3/2024,4/3/2024,"
","
","
","
","
","
","
"
Clobetasol Propionate Cream,Fougera (a Sandoz company),800-525-8747,"Clobetasol Propionate (Emollient), Cream, .5 mg/1 g (NDC 0168-0301-60)",New,4/3/2024,"
","
","
","
",Dermatology,To Be Discontinued,"
",4/3/2024,4/3/2024,"
","
","
","
","
","
","
"
Clocortolone Pivalate Cream,EPI Health,843-965-8333,"Cream, 1 mg/g (NDC 71403-804-93)",New,10/18/2023,"
","
","
",Discontinuation of the manufacture of the drug,Dermatology,To Be Discontinued,"
",10/18/2023,10/18/2023,"
","
","
","
","
","
","
"
Clocortolone Pivalate Cream,EPI Health,843-965-8333,"Cream, 1 mg/g (NDC 71403-804-75)",New,10/18/2023,"
","
","
",Discontinuation of the manufacture of the drug,Dermatology,To Be Discontinued,"
",10/18/2023,10/18/2023,"
","
","
","
","
","
","
"
Clocortolone Pivalate Cream,EPI Health,843-965-8333,"Cream, 1 mg/g (NDC 71403-804-45)",New,10/18/2023,"
","
","
",Discontinuation of the manufacture of the drug,Dermatology,To Be Discontinued,"
",10/18/2023,10/18/2023,"
","
","
","
","
","
","
"
Clofarabine Injection,Apotex Corp.,800-706-5575,"Injection, 20 mg/20 ml (1mg/ml) (NDC 60505-6166-0)",New,10/26/2023,"
","
","
",Discontinuation of the manufacture of the drug,Oncology,To Be Discontinued,"
",10/26/2023,10/26/2023,"
","
","
","
","
","
","
"
Clomipramine Hydrochloride Capsule,Amneal Pharmaceuticals,866-525-7270,"Capsule, 50 mg (NDC 69238-1109-9)",New,4/30/2024,"
",Business-related decision to discontinue the product.,"
","
",Psychiatry,To Be Discontinued,"
",4/30/2024,4/30/2024,"
","
","
","
","
","
","
"
Clonazepam Tablet,Rubicon Research Private Limited,sales@advagenpharma.com,"Clonazepam, Tablet, .5 mg (NDC 72888-152-30)",Revised,1/15/2024,Available,Marketed by Advagen Pharma Ltd.,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Rubicon Research Private Limited,sales@advagenpharma.com,"Clonazepam, Tablet, .5 mg (NDC 72888-152-01)",Revised,1/15/2024,Available,Marketed by Advagen Pharma Ltd.,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Rubicon Research Private Limited,sales@advagenpharma.com,"Clonazepam, Tablet, .5 mg (NDC 72888-152-05)",Revised,1/15/2024,Available,Marketed by Advagen Pharma Ltd.,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Rubicon Research Private Limited,sales@advagenpharma.com,"Clonazepam, Tablet, 1 mg (NDC 72888-153-30)",Revised,1/15/2024,Available,Marketed by Advagen Pharma Ltd.,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Rubicon Research Private Limited,sales@advagenpharma.com,"Clonazepam, Tablet, 1 mg (NDC 72888-153-01)",Revised,1/15/2024,Available,Marketed by Advagen Pharma Ltd.,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/27/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Rubicon Research Private Limited,sales@advagenpharma.com,"Clonazepam, Tablet, 1 mg (NDC 72888-153-05)",Revised,1/15/2024,Available,Marketed by Advagen Pharma Ltd.,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Rubicon Research Private Limited,sales@advagenpharma.com,"Clonazepam, Tablet, 2 mg (NDC 72888-154-30)",Revised,1/15/2024,Available,Marketed by Advagen Pharma Ltd.,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Rubicon Research Private Limited,sales@advagenpharma.com,"Clonazepam, Tablet, 2 mg (NDC 72888-154-01)",Revised,1/15/2024,Available,Marketed by Advagen Pharma Ltd.,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Rubicon Research Private Limited,sales@advagenpharma.com,"Clonazepam, Tablet, 2 mg (NDC 72888-154-05)",Revised,1/15/2024,Available,Marketed by Advagen Pharma Ltd.,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Accord Healthcare Inc.,"866-941-7875, option 2","Tablet, .5 mg (NDC 16729-136-00)",Revised,5/6/2024,Available,"
","
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Accord Healthcare Inc.,"866-941-7875, option 2","Tablet, .5 mg (NDC 16729-136-16)",Revised,5/8/2024,Available,"
","
",Requirements related to complying with good manufacturing practices,Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Accord Healthcare Inc.,"866-941-7875, option 2","Tablet, 1 mg (NDC 16729-137-00)",Revised,5/6/2024,Available,"
","
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Accord Healthcare Inc.,"866-941-7875, option 2","Tablet, 1 mg (NDC 16729-137-16)",Revised,5/8/2024,Unavailable,Inventory is in-transit; On Hold pending further assessment,"
",Requirements related to complying with good manufacturing practices,Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Accord Healthcare Inc.,"866-941-7875, option 2","Tablet, 2 mg (NDC 16729-138-00)",Revised,5/6/2024,Available,"
","
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Accord Healthcare Inc.,"866-941-7875, option 2","Tablet, 2 mg (NDC 16729-138-16)",Revised,5/6/2024,Unavailable,"
","
",Requirements related to complying with good manufacturing practices,Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Cheplapharm Arzneimittel GmbH,orders@h2-pharma.com,"Klonopin, Tablet, .5 mg (NDC 61269-605-10)",Reverified,4/15/2024,Available,Marketed by H2-Pharma,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Cheplapharm Arzneimittel GmbH,orders@h2-pharma.com,"Klonopin, Tablet, 1 mg (NDC 61269-610-10)",Reverified,4/15/2024,Available,Marketed by H2-Pharma,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,Cheplapharm Arzneimittel GmbH,orders@h2-pharma.com,"Klonopin, Tablet, 2 mg (NDC 61269-620-10)",Reverified,4/15/2024,Available,Marketed by H2-Pharma,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Prinston Pharmaceutical, Inc.","For orders, Solco Healthcare 866-931-9829","Clonazepam, Tablet, .5 mg (NDC 43547-406-10)",Reverified,5/17/2024,Available,Marketed by Solco Healthcare,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Prinston Pharmaceutical, Inc.","For orders, Solco Healthcare 866-931-9829","Clonazepam, Tablet, .5 mg (NDC 43547-406-11)",Reverified,5/17/2024,Available,Marketed by Solco Healthcare,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Prinston Pharmaceutical, Inc.","For orders, Solco Healthcare 866-931-9829","Clonazepam, Tablet, .5 mg (NDC 43547-406-50)",Reverified,5/17/2024,Available,Marketed by Solco Healthcare,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Prinston Pharmaceutical, Inc.","For orders, Solco Healthcare 866-931-9829","Clonazepam, Tablet, 1 mg (NDC 43547-407-10)",Reverified,5/17/2024,Available,Marketed by Solco Healthcare,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Prinston Pharmaceutical, Inc.","For orders, Solco Healthcare 866-931-9829","Clonazepam, Tablet, 1 mg (NDC 43547-407-11)",Reverified,5/17/2024,Available,Marketed by Solco Healthcare,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Prinston Pharmaceutical, Inc.","For orders, Solco Healthcare 866-931-9829","Clonazepam, Tablet, 1 mg (NDC 43547-407-50)",Reverified,5/17/2024,Available,Marketed by Solco Healthcare,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Prinston Pharmaceutical, Inc.","For orders, Solco Healthcare 866-931-9829","Clonazepam, Tablet, 2 mg (NDC 43547-408-10)",Reverified,5/17/2024,Available,Marketed by Solco Healthcare,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Prinston Pharmaceutical, Inc.","For orders, Solco Healthcare 866-931-9829","Clonazepam, Tablet, 2 mg (NDC 43547-408-50)",Reverified,5/17/2024,Available,Marketed by Solco Healthcare,"
","
",Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Clonazepam Tablets, USP CIV, Tablet, .5 mg (NDC 0093-0832-01)",Revised,5/15/2024,Limited Availability,Estimated recovery TBD,"
",Demand increase for the drug,Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Clonazepam Tablets, USP CIV, Tablet, .5 mg (NDC 0093-0832-05)",Revised,5/15/2024,"Limited Availability, -",Estimated recovery TBD,"
",Demand increase for the drug,Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Clonazepam Tablets, USP CIV, Tablet, 1 mg (NDC 0093-3212-01)",Revised,5/15/2024,Limited Availability,Estimated recovery TBD,"
",Demand increase for the drug,Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Clonazepam Tablets, USP CIV, Tablet, 1 mg (NDC 0093-3212-05)",Revised,5/15/2024,Limited Availability,Estimated recovery TBD,"
",Demand increase for the drug,Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Clonazepam Tablets, USP CIV, Tablet, 2 mg (NDC 0093-3213-01)",Revised,5/15/2024,Limited Availability,Estimated recovery TBD,"
",Demand increase for the drug,Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Clonazepam Tablet,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Clonazepam Tablets, USP CIV, Tablet, 2 mg (NDC 0093-3213-05)",Revised,5/15/2024,Limited Availability,Estimated recovery TBD,"
",Demand increase for the drug,Neurology; Pediatric; Psychiatry,Current,"
","
",3/10/2023,"
","
","
","
","
","
","
"
Colestipol Hydrochloride Granule,Pfizer Inc.,800-533-4535,"Colestid, Granule, 5 g/5 g (NDC 0009-0260-04)",New,11/9/2023,"
",Supply expected to exhaust December 2023,"
",Discontinuation of the manufacture of the drug,Endocrinology/Metabolism,To Be Discontinued,"
",3/30/2023,3/30/2023,"
","
","
","
","
","
","
"
Colestipol Hydrochloride Granule,Pfizer Inc.,800-533-4535,"Granule, 5 g/5 g (NDC 59762-0260-1)",New,10/17/2023,"
",Supply expected to exhaust early November 2023. Discontinuation of the manufacture of the drug. This product distributed by Viatris.,"
",Discontinuation of the manufacture of the drug,Endocrinology/Metabolism,To Be Discontinued,"
",3/30/2023,3/30/2023,"
","
","
","
","
","
","
"
Collagenase Clostridium Histolyticum Ointment,"Smith & Nephew, Inc.",800-876-1261,"Santyl, Ointment, 250 [arb'U]/1 g (NDC 50484-010-30)",Revised,4/8/2024,"
","
",Available,"
",Dermatology,Resolved,4/8/2024,"
",11/21/2022,"
","
","
","
","
","
","
"
Collagenase Clostridium Histolyticum Ointment,"Smith & Nephew, Inc.",800-876-1261,"Santyl, Ointment, 250 [arb'U]/1 g (NDC 50484-010-90)",Revised,4/8/2024,"
","
",Available,"
",Dermatology,Resolved,4/8/2024,"
",11/21/2022,"
","
","
","
","
","
","
"
Conivaptan Hydrochloride Injection,Cumberland Pharmaceuticals Inc.,615-255-0068,"Vaprisol Dextrose In Plastic Container, Injection, 20 mg/100 mL (NDC 66220-160-10)",Reverified,5/17/2024,Unavailable,"
","
",Delay in shipping of the drug,Cardiovascular,Current,"
","
",3/14/2022,"
","
","
","
","
","
","
"
Cromolyn Sodium Concentrate,Ailex Pharmaceuticals,Distributed by Ritedose (855) 806 3300 and Woodward (248) 308-1120 extension 2,"Concentrate, 100 mg/5 mL (NDC 69784-200-96)",Reverified,5/15/2024,Available,Distributed by Woodward Pharma Services LLC (248) 308-1120 Ext 2,"
","
",Pulmonary/Allergy,Current,"
","
",11/3/2023,"
","
","
","
","
","
","
"
Cromolyn Sodium Concentrate,Ailex Pharmaceuticals,Distributed by Ritedose (855) 806 3300 and Woodward (248) 308-1120 extension 2,"Concentrate, 100 mg/5 mL (NDC 76204-025-96)",Reverified,5/15/2024,Available,"Distributed by Ritedose Pharmaceuticals, LLC (855) 806 3300","
","
",Pulmonary/Allergy,Current,"
","
",11/3/2023,"
","
","
","
","
","
","
"
Cromolyn Sodium Concentrate,"Rising Pharma Holdings, Inc.",(201) 961-9000 or contact@risingpharma.com,"Concentrate, 100 mg/5 mL (NDC 16571-600-96)",Reverified,5/31/2024,Limited Availability,Shipping limited quantities. Recovery anticipated end of June 2024.,"
",Demand increase for the drug,Pulmonary/Allergy,Current,"
","
",11/3/2023,"
","
","
","
","
","
","
"
Cromolyn Sodium Concentrate,Micro Labs LTD,(908) 484-7410,"Concentrate, 100 mg/5 mL (NDC 42571-132-52)",Reverified,5/31/2024,Available,"
","
","
",Pulmonary/Allergy,Current,"
","
",11/3/2023,"
","
","
","
","
","
","
"
Cromolyn Sodium Concentrate,"Mylan Specialty, a Viatris Company",(800) 796-9526,"Gastrocrom, Concentrate, 20 mg/1 mL (NDC 0037-0678-96)",Reverified,5/31/2024,Available,"
","
","
",Pulmonary/Allergy,Current,"
","
",11/3/2023,"
","
","
","
","
","
","
"
Cromolyn Sodium Oral Solution,"Mylan Institutional, a Viatris Company",800-796-9526,"Oral Solution, 100mg/5mL (NDC 51525-0470-9)",New,11/1/2023,"
",Gastrocrom 100mg/5mL Oral Concentrate 96s (NDC: 0037-0678-96) will remain available,"
",Discontinuation of the manufacture of the drug,Pulmonary/Allergy,To Be Discontinued,"
",11/1/2023,11/1/2023,"
","
","
","
","
","
","
"
Cyclopentolate Hydrochloride Ophthalmic Solution,Bausch & Lomb Incorporated,800-553-5340,"Pentolair, Ophthalmic Solution, 10 mg/1 mL (NDC 24208-735-06)",Reverified,5/13/2024,Available,"
","
","
",Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Hydrochloride Ophthalmic Solution,Alcon,800-862-5266,"Cyclogyl, Ophthalmic Solution, 5 mg/1 mL (NDC 0065-0395-15)",Revised,4/24/2024,Unavailable,Inventory replenishment projected week of 6/15/24,"
",Demand increase for the drug,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Hydrochloride Ophthalmic Solution,Alcon,800-862-5266,"Cyclogyl, Ophthalmic Solution, 10 mg/1 mL (NDC 0065-0396-02)",Revised,4/24/2024,Unavailable,Inventory replenishment projected week of 6/29/24,"
",Demand increase for the drug,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Hydrochloride Ophthalmic Solution,Alcon,800-862-5266,"Cyclogyl, Ophthalmic Solution, 10 mg/1 mL (NDC 0065-0396-05)",Revised,4/24/2024,Unavailable,Inventory replenishment projected week of 6/22/24,"
",Demand increase for the drug,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Hydrochloride Ophthalmic Solution,Alcon,800-862-5266,"Cyclogyl, Ophthalmic Solution, 20 mg/1 mL (NDC 0065-0397-02)",Revised,4/24/2024,Limited Availability,Inventory replenishment projected week of 6/29/24,"
",Demand increase for the drug,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Hydrochloride Ophthalmic Solution,Alcon,800-862-5266,"Cyclogyl, Ophthalmic Solution, 20 mg/1 mL (NDC 0065-0397-05)",Revised,4/24/2024,Unavailable,Inventory replenishment projected week of 6/29/24,"
",Demand increase for the drug,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Hydrochloride Ophthalmic Solution,Alcon,800-862-5266,"Cyclogyl, Ophthalmic Solution, 20 mg/1 mL (NDC 0065-0397-15)",Revised,4/24/2024,Available,"
","
","
",Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Hydrochloride Ophthalmic Solution,Alcon,800-862-5266,"Cyclopentolate Hydrochloride Ophthalmic Solution, USP 1%, Ophthalmic Solution, 10 mg/1 mL (NDC 61314-396-01)",Revised,4/8/2024,Available,"
","
","
",Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
