Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Cisatracurium Besylate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"20 mg per 10 mL (2 mg per mL), Multiple dose vial, (NDC 63323-417-10)",Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"200 mg per 20 mL (10 mg per mL), Single dose vial, PF, (NDC 63323-418-20)",Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,Sandoz,800-525-8747,2mg/ml; 5mL (NDC 0781-3150-95),Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,Sandoz,800-525-8747,2mg/mL; 10mL (NDC 0781-3152-95),Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,Sandoz,800-525-8747,1-mg/mL; 20mL (NDC 0781-3153-95_,Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,"Hospira, Inc.",844-646-4398,10mg/5mL (2mg/mL) Single Dose Vial (NDC 00409-1098-02),Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,"Hospira, Inc.",844-646-4398,200 mg/20 mL (10 mg/mL) Single Dose Vial (NDC 00409-1103-01),Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,"Hospira, Inc.",844-646-4398,20mg/10mL (2mg/mL) Multi-Dose Vial (NDC 00409-1208-01),Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,Abbvie,800-255-5162,"2 mg/mL, 5 mL Single-dose vial (NDC 0074-4378-05, 0074-4378-24, 0074-4378-36)",Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,Abbvie,800-255-5162,"2 mg/mL, 10 mL Multiple-dose vial (NDC 0074-4380-10, 0074-4380-79, 0074-4380-81)",Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,Abbvie,800-255-5162,"10 mg/mL, 20 mL Single-dose vial (NDC 0074-4382-20, 0074-4382-91, 0074-4382-93)",Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cisatracurium Besylate Injection,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),888-238-7880,"20 mg / 10 mL Multiple-Dose Vial, Package of 10 vials (ndc 55150-286-10)",Revised,7/27/2021,"
","
",Available,"
",Anesthesia,Resolved,"
","
",4/8/2020,"
","
","
","
","
","
","
"
Cladribine Injection,Mylan Laboratories Ltd.,800-796-9526,1 mg/mL (NDC 67457-450-10),New,5/20/2022,"
","
","
","
",Oncology,To be Discontinued,"
","
",5/20/2022,"
","
","
","
","
","
","
"
"Clindamycin and Benzoyl Peroxide Gel, 1%/5%","Tolmar Pharmaceuticals, Inc.",877-986-5627,45g jar (NDC 0781-7263-68); 35g pump (NDC 0781-7275-43); 50g jar (NDC 0781-7287-50); 50g pump (NDC 0781-7291-46),New,9/30/2021,"
","
","
","
",Dermatology,To be Discontinued,"
","
",9/30/2021,"
","
","
","
","
","
","
"
"Clindamycin Phosphate and Benzoyl Peroxide Gel, 1.2%/5%","Tolmar Pharmaceuticals, Inc.",877-986-5627,45 g tube (NDC 0781-7161-19),New,9/30/2021,"
","
","
","
",Dermatology,To be Discontinued,"
","
",9/30/2021,"
","
","
","
","
","
","
"
Clindamycin Phosphate Topical Solution 1%,"Teligent Pharma, Inc.",856-697-1441,30mL (NDC 52565-018-29),New,6/21/2021,"
","
","
","
","
",To be Discontinued,"
","
",6/21/2021,"
","
","
","
","
","
","
"
Clindamycin Phosphate Topical Solution 1%,"Teligent Pharma, Inc.",856-697-1441,60mL (NDC 52565-018-59),New,6/21/2021,"
","
","
","
","
",To be Discontinued,"
","
",6/21/2021,"
","
","
","
","
","
","
"
Clobetasol Propionate Ointment,Sandoz,800-525-8747,0.05% 15g (NDC 0168-0162-15),New,10/26/2022,"
",Discontinuation of the manufacture of the drug,"
","
",Dermatology,To be Discontinued,10/26/2022,10/26/2022,10/26/2022,"
","
","
","
","
","
","
"
Clobetasol Propionate Ointment,Sandoz,800-525-8747,0.05%  30g (NDC 0168-0162-30),New,10/26/2022,"
",Discontinuation of the manufacture of the drug,"
","
",Dermatology,To be Discontinued,10/26/2022,10/26/2022,10/26/2022,"
","
","
","
","
","
","
"
Clobetasol Propionate Ointment,Sandoz,800-525-8747,0.05% 45g (NDC 0168-0162-46),New,10/26/2022,"
",Discontinuation of the manufacture of the drug,"
","
",Dermatology,To be Discontinued,10/26/2022,10/26/2022,10/26/2022,"
","
","
","
","
","
","
"
Clobetasol Propionate Ointment,Sandoz,800-525-8747,0.05%  60g (NDC 0168-0162-60),New,10/26/2022,"
",Discontinuation of the manufacture of the drug,"
","
",Dermatology,To be Discontinued,10/26/2022,10/26/2022,10/26/2022,"
","
","
","
","
","
","
"
Clobetasol Propionate Ointment 0.05%,"Teligent Pharma, Inc.",856-697-1441,15g (NDC 52565-039-15),New,6/21/2021,"
","
","
","
","
",To be Discontinued,"
","
",6/21/2021,"
","
","
","
","
","
","
"
Clobetasol Propionate Ointment 0.05%,"Teligent Pharma, Inc.",856-697-1441,30g (NDC 52565-039-30),New,6/21/2021,"
","
","
","
","
",To be Discontinued,"
","
",6/21/2021,"
","
","
","
","
","
","
"
Clobetasol Propionate Ointment 0.05%,"Teligent Pharma, Inc.",856-697-1441,45g (NDC 52565-039-45),New,6/21/2021,"
","
","
","
","
",To be Discontinued,"
","
",6/21/2021,"
","
","
","
","
","
","
"
Clobetasol Propionate Ointment 0.05%,"Teligent Pharma, Inc.",856-697-1441,60g (NDC 52565-039-60),New,6/21/2021,"
","
","
","
","
",To be Discontinued,"
","
",6/21/2021,"
","
","
","
","
","
","
"
Clobetasol Propionate Topical Foam,Ingenus Pharmaceuticals LLC,866-321-5031,0.05% (NDCs 50742-304-01 and 50742-304-50),New,11/16/2021,"
","
","
","
",Dermatology,To be Discontinued,"
","
",11/16/2021,"
","
","
","
","
","
","
"
Clobetasol Propionate Topical Solution 0.05%,Wockhardt,800-346-6854,25 mL (NDC 6432-133-25) || 50 mL (NDC 60432-133-50),New,6/13/2022,"
","
","
","
",Dermatology,To be Discontinued,"
","
",6/13/2022,"
","
","
","
","
","
","
"
"Clobetasol Propionate Topical Solution, 0.05%","Tolmar Pharmaceuticals, Inc.",877-986-5627,25 mL bottle (NDC 63646-500-25),New,11/1/2021,"
","
","
","
",Dermatology,To be Discontinued,"
","
",11/1/2021,"
","
","
","
","
","
","
"
"Clobetasol Propionate Topical Solution, 0.05%","Tolmar Pharmaceuticals, Inc.",877-986-5627,50 mL bottle (NDC 63646-500-50),New,11/1/2021,"
","
","
","
",Dermatology,To be Discontinued,"
","
",11/1/2021,"
","
","
","
","
","
","
"
Clonazepam Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,Clonazepam Tablets 0.5mg  (90s)(NDC 0378-1910-77),New,5/8/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",5/8/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,Clonazepam Tablets 0.5mg (100s)(NDC 0378-1910-01),New,5/8/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",5/8/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,Clonazepam Tablets 0.5mg (1000s)(NDC 0378-1910-10),New,5/8/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",5/8/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,Clonazepam Tablets 1mg (90s)(NDC 0378-1912-77),New,5/8/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",5/8/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,Clonazepam Tablets 1mg (100s)(NDC 0378-1912-01),New,5/8/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",5/8/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,Clonazepam Tablets 1mg (1000s)(NDC 0378-1912-10),New,5/8/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",5/8/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,Clonazepam Tablets 2mg (100s)(NDC 0378-1914-01),New,5/8/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",5/8/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,Clonazepam Tablets 2mg (500s)(NDC 0378-1914-05),New,5/8/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",5/8/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 0.5 mg, 100 count bottle (NDC 0185-0063-01)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 0.5 mg, 500 count bottle (NDC 0185-0063-05)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 0.5 mg, 1000 count bottle (NDC 0185-0063-10)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 0.5 mg, 100 count bottle (NDC 0781-8018-01)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 0.5 mg, 500 count bottle (NDC 0781-8018-05)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 0.5 mg, 1000 count bottle (NDC 0781-8018-10)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 0.5 mg, 100 count bottle (NDC 16714-752-01)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 0.5 mg, 500 count bottle (NDC 16714-752-02)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 0.5 mg, 100 count bottle (NDC 16714-469-01)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 0.5 mg, 500 count bottle (NDC 16714-469-02)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 1 mg, 100 count bottle (NDC 0185-0064-01)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 1 mg, 500 count bottle (NDC 0185-0064-05)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 1 mg, 1000 count bottle (NDC 0185-0064-10)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 1 mg, 100 count bottle (NDC 0781-5567-01)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 1 mg, 500 count bottle (NDC 0781-5567-05)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonazepam Tablets,Sandoz,800-525-8747,"Clonazepam tablets, 1 mg, 1000 count bottle (NDC 0781-5567-10)",New,6/5/2018,"
","
","
","
",Neurology;Pediatric,To be Discontinued,"
","
",6/5/2018,"
","
","
","
","
","
","
"
Clonidine Hydrochloride Extended Release Tablets,"Endo Pharmaceuticals, Inc.","800-828-9393, option 5, then option 2",0.1mg  (NDC 10370-257-02),New,11/30/2021,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",11/30/2021,"
","
","
","
","
","
","
"
Clonidine Hydrochloride Extended Release Tablets,"Endo Pharmaceuticals, Inc.","800-823-9393, option 5, then option 2",0.1mg  (NDC 10370-257-02),New,3/22/2022,"
","
","
","
",Cardiovascular,To be Discontinued,"
","
",3/22/2022,"
","
","
","
","
","
","
"
Clozapine (FazaClo® ) Orally Disintegrating Tablets,"Jazz Pharmaceuticals, Inc.",800-520-5568,"100 mg Tablet, 100 CT Bottle (NDC 18860-104-10)",New,11/22/2019,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",11/22/2019,"
","
","
","
","
","
","
"
Clozapine (FazaClo® ) Orally Disintegrating Tablets,"Jazz Pharmaceuticals, Inc.",800-520-5568,"12.5 mg tablet, 100 CT Bottle (NDC 18860-101-10)",New,11/22/2019,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",11/22/2019,"
","
","
","
","
","
","
"
Clozapine (FazaClo® ) Orally Disintegrating Tablets,"Jazz Pharmaceuticals, Inc.",800-520-5568,"25 mg tablets, 8 Blister Pack In 1 Carton > 6 Tablets in 1 Blister Pack (NDC 18860-102-01)",New,11/22/2019,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",11/22/2019,"
","
","
","
","
","
","
"
Clozapine (FazaClo® ) Orally Disintegrating Tablets,"Jazz Pharmaceuticals, Inc.",800-520-5568,"25 mg tablet, 100  CT bottle (NDC 18860-102-10)",New,11/22/2019,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",11/22/2019,"
","
","
","
","
","
","
"
Clozapine (FazaClo® ) Orally Disintegrating Tablets,"Jazz Pharmaceuticals, Inc.",800-520-5568,"100 mg tablet, 8 Blister Pack In 1 Carton > 6 Tablets in 1 Blister Pack (NDC 18860-104-01)",New,11/22/2019,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",11/22/2019,"
","
","
","
","
","
","
"
Clozapine (FazaClo® ) Orally Disintegrating Tablets,"Jazz Pharmaceuticals, Inc.",800-520-5568,"150 mg Tablet, 8 Blister Pack In 1 Carton > 6 Tablets in 1 Blister Pack (NDC 18860-105-01)",New,11/22/2019,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",11/22/2019,"
","
","
","
","
","
","
"
Clozapine (FazaClo® ) Orally Disintegrating Tablets,"Jazz Pharmaceuticals, Inc.",800-520-5568,"150 mg Tablet, 100 CT Bottle (NDC 18860-105-10)",New,11/22/2019,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",11/22/2019,"
","
","
","
","
","
","
"
Clozapine (FazaClo® ) Orally Disintegrating Tablets,"Jazz Pharmaceuticals, Inc.",800-520-5568,"200 mg Tablet, 8 Blister Pack In 1 Carton > 6 Tablets in 1 Blister Pack (NDC 18860-106-01)",New,11/22/2019,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",11/22/2019,"
","
","
","
","
","
","
"
Clozapine (FazaClo® ) Orally Disintegrating Tablets,"Jazz Pharmaceuticals, Inc.",800-520-5568,"200 mg Tablets, 100 CT Bottle (NDC 18860-106-10)",New,11/22/2019,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",11/22/2019,"
","
","
","
","
","
","
"
Codeine Polistirex and Chlorpheniramine Polistirex Extended-Release Oral Suspension,Aytu BioPharma,855-298-8246,"14.7 mg of codeine (equivalent to 20 mg codeine phosphate); and chlorpheniramine polistirex, which contains 2.8 mg of chlorpheniramine (equivalent to 4 mg chlorpheniramine maleate) per 5 mL (NDCs 69654-480-01 and 69654-480-02)",New,6/13/2022,"
","
","
","
",Pulmonary/Allergy,To be Discontinued,"
","
",6/13/2022,"
","
","
","
","
","
","
"
Collagenase Ointment,"Smith & Nephew, Inc",800-876-1261,Santyl Ointment NDC 50484-010-30 (30g Tube),Revised,12/7/2022,Product is available.,"
","
","
",Dermatology,Current,11/21/2022,"
",11/21/2022,"
","
","
","
","
","
","
"
Collagenase Ointment,"Smith & Nephew, Inc",800-876-1261,Santyl Ointment NDC 50484-010-90 (90g Tube),Revised,12/7/2022,Product is currently on back order with Smith and Nephew. Shortage duration is unknown at this time.,"
","
",Other,Dermatology,Current,11/21/2022,"
",11/21/2022,"
","
","
","
","
","
","
"
Conivaptan Hydrochloride (Vaprisol) in 5% Dextrose Plastic Container,Cumberland Pharmaceuticals Inc.,615-255-0068,20 mg/100 mL (NDC 66220-160-10),New,3/14/2022,Next delivery April 2022.  Estimated recovery 3Q 2022.,"
","
",Other,Cardiovascular,Current,"
","
",3/14/2022,"
","
","
","
","
","
","
"
"Conjugated Estrogens/Bazedoxifene (DUAVEE) Tablet, Film Coated",Pfizer Pharmaceuticals,800-533-4535,Conjugated estrogens 0.45 mg/bazedoxifene 20 mg; 2 blisters of 15 each (NDC 0008-1123-12),Reverified,1/20/2023,Next Delivery and Estimated Recovery: Q4 2023,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Reproductive,Current,"
","
",9/21/2022,"
","
","
","
","
","
","
"
"Conjugated Estrogens/Bazedoxifene (DUAVEE) Tablet, Film Coated",Pfizer Pharmaceuticals,800-533-4535,Conjugated estrogens 0.45 mg/bazedoxifene 20 mg; blister of 7 each (US Sample) (NDC 63539-122-07),Reverified,1/20/2023,Next Delivery and Estimated Recovery: Q4 2023,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Reproductive,Current,"
","
",9/21/2022,"
","
","
","
","
","
","
"
Continuous Renal Replacement Therapy (CRRT) Solutions,Baxter Healthcare,888-229-0001,"PrismaSol BK0/0/1.2 Replacement Solution for Continuous Renal Replacement Therapy, NON-PVC. (NDC 24571-113-06)",Reverified,9/28/2022,"
","
",Available,"
",Renal,Resolved,9/19/2022,"
",4/22/2020,"
","
","
","
","
","
","
"
Continuous Renal Replacement Therapy (CRRT) Solutions,Baxter Healthcare,888-229-0001,"PrismaSol BGK0/2.5 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (NDC 24571-108-06)",Reverified,9/28/2022,"
","
",Available,"
",Renal,Resolved,9/19/2022,"
",4/22/2020,"
","
","
","
","
","
","
"
Continuous Renal Replacement Therapy (CRRT) Solutions,Baxter Healthcare,888-229-0001,"PrismaSol BGK4/0/1.2 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (DC 24571-114-06)",Reverified,9/28/2022,"
","
",Available,"
",Renal,Resolved,9/19/2022,"
",4/22/2020,"
","
","
","
","
","
","
"
Continuous Renal Replacement Therapy (CRRT) Solutions,Baxter Healthcare,888-229-0001,"PrismaSol BGK4/2.5 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (NDC 24571-105-06)",Reverified,9/28/2022,"
","
",Available,"
",Renal,Resolved,9/19/2022,"
",4/22/2020,"
","
","
","
","
","
","
"
Continuous Renal Replacement Therapy (CRRT) Solutions,Baxter Healthcare,888-229-0001,"PrismaSol BGK2/3.5 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (NDC 24571-103-06)",Reverified,9/28/2022,"
","
",Available,"
",Renal,Resolved,9/19/2022,"
",4/22/2020,"
","
","
","
","
","
","
"
Continuous Renal Replacement Therapy (CRRT) Solutions,Baxter Healthcare,888-229-0001,"PrismaSol BGK2/0 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (NDC 24571-102-06)",Reverified,9/28/2022,"
","
",Available,"
",Renal,Resolved,9/19/2022,"
",4/22/2020,"
","
","
","
","
","
","
"
Continuous Renal Replacement Therapy (CRRT) Solutions,Baxter Healthcare,888-229-0001,"PrismaSol B22GK4/0 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (NDC 24571-111-06)",Reverified,9/28/2022,"
","
",Available,"
",Renal,Resolved,9/19/2022,"
",4/22/2020,"
","
","
","
","
","
","
"
Continuous Renal Replacement Therapy (CRRT) Solutions,Baxter Healthcare,888-229-0001,PHOXILLUM BK4/2.5 Replacement Solution for Continuous Renal Replacement Therapy (NDC 24571-116-06),Reverified,9/28/2022,"
","
",Available,"
",Renal,Resolved,9/19/2022,"
",4/22/2020,"
","
","
","
","
","
","
"
Continuous Renal Replacement Therapy (CRRT) Solutions,Baxter Healthcare,888-229-0001,PHOXILLUM B22K4/0 Replacement Solution for Continuous Renal Replacement Therapy (NDC 24571-117-06),Reverified,9/28/2022,"
","
",Available,"
",Renal,Resolved,9/19/2022,"
",4/22/2020,"
","
","
","
","
","
","
"
Cortisone Acetate Tablets,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"25 mg, bottles of 100 (NDC 0143-9700-01)",Revised,10/12/2022,"
",Business decision to discontinue manufacture of this product.,"
","
",Endocrinology/Metabolism;Rheumatology,To be Discontinued,10/12/2022,10/12/2022,3/26/2021,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Alcon,800-268-4574,"CYCLOMYDRIL 0.2%, 1% 2ML (NDC 0065-0359-02)",New,11/9/2020,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Alcon,800-268-4574,"CYCLOMYDRIL 0.2%, 1% 5ML (NDC 0065-0359-05)",New,11/9/2020,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Alcon,800-268-4574,CYCLOGYL 0.5% 15ML (NDC 0065-0395-15),New,11/9/2020,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Alcon,800-268-4574,CYCLOGYL 1% 2ML (NDC 0065-0396-02),New,11/9/2020,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Alcon,800-268-4574,CYCLOGYL 1% 5ML (NDC 0065-0396-05),New,11/9/2020,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Alcon,800-268-4574,CYCLOGYL 2% 2ML (NDC 0065-0397-02),New,11/9/2020,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Alcon,800-268-4574,CYCLOGYL 2% 5ML (NDC 0065-0397-05),New,11/9/2020,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Alcon,800-268-4574,CYCLOGYL 2% 15ML (NDC 0065-0397-15),New,11/9/2020,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Alcon,800-268-4574,CYCLOPENTOLATE HCL 1% 15ML (NDC 61314-396-01),New,11/9/2020,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Alcon,800-268-4574,CYCLOPENTOLATE HCL 1% 2ML (NDC 61314-396-03),New,11/9/2020,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Bausch & Lomb Incorporated,800-321-4576,"Cyclopentolate Hydrochloride Ophthalmic Solution USP, 1%, 2 mL bottle (NDC 24208-735-01) and 15 mL bottle (NDC 24208-735-06)",Revised,6/24/2021,On backorder. Estimated availability: Mid-September 2021,"
","
",Other,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Akorn Pharmaceuticals,800-932-5676,"Cyclopentolate HCl 2% Oph Sol 20mg/mL, 15mL 1 Bottle (NDC 17478-097-12)",Revised,6/24/2021,On backorder. Estimated availability: September 2021,"
","
",Other,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Akorn Pharmaceuticals,800-932-5676,"Cyclopentolate HCl 2% Oph Sol 20mg/mL, 2mL, 1 Bottle (NDC 17478-097-02)",Revised,6/24/2021,On backorder. Estimated availability: September 2021,"
","
",Other,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Akorn Pharmaceuticals,800-932-5676,"Cyclopentolate HCl 2% Oph Sol 20mg/mL, 5mL 1 Bottle/EA (NDC 17478-097-10)",Revised,6/24/2021,On backorder. Estimated availability: September 2021,"
","
",Other,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Akorn Pharmaceuticals,800-932-5676,"Cyclopentolate HCl Opht Sol 1% 10mg/mL, 2mL, 1 Bottle (NDC 17478-100-02)",Revised,6/24/2021,On backorder. Estimated availability: August 2021,"
","
",Other,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
Cyclopentolate Ophthalmic Solution,Akorn Pharmaceuticals,800-932-5676,"Cyclopentolate HCl Ophth 1% 10mg/mL, 15mL, 1 Bottle (NDC 17478-100-12)",Revised,6/24/2021,On backorder. Estimated availability: August 2021,"
","
",Other,Ophthalmology,Current,"
","
",11/9/2020,"
","
","
","
","
","
","
"
