id,generic_name,company_name,contact_info,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
9572,Amino Acid Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Aminosyn II 15% In Plastic Container, Injection, 0.15 (NDC 0990-7171-17)",Reverified,12/20/23,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7171-17",,,Gastroenterology,Current,,
9573,Amino Acid Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Aminosyn II 10% In Plastic Container, Injection, 0.1 (NDC 0990-7172-17)",Reverified,12/20/23,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7172-17",,,Gastroenterology,Current,,
9574,Amino Acid Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Aminosyn-PF 7%, Injection, 0.07 (NDC 0990-4178-03)",Reverified,12/20/23,Unavailable,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-4178-03",,Shortage of an active ingredient,Gastroenterology,Current,,
9575,Amino Acid Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Aminosyn-PF 10%, Injection, 0.1 (NDC 0990-4179-05)",Reverified,12/20/23,Unavailable,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-4179-05",,Shortage of an active ingredient,Gastroenterology,Current,,
9576,Amino Acid Injection,Baxter Healthcare,888-229-0001,"Clinisol 15% Sulfite Free In Plastic Container, Injection, 0.15 (NDC 0338-0502-06)",Reverified,12/21/23,Available,,,,Gastroenterology,Current,,
9577,Amino Acid Injection,B. Braun Medical Inc.,800-227-2862,"Plenamine, Injection, 0.15 (NDC 0264-4500-05)",Reverified,12/19/23,Available,,,,Gastroenterology,Current,,
9578,Amino Acid Injection,Baxter Healthcare,888-229-0001,"Clinisol 15% Sulfite Free In Plastic Container, Injection, 0.15 (NDC 0338-0502-03)",Reverified,12/21/23,Available,,,,Gastroenterology,Current,,
9579,Aminocaproic Acid Solution,VistaPharm,727-530-1633,"Aminocaproic Acid, Solution, .25 g/1 mL (NDC 66689-330-08)",New,3/8/23,,,,,Hematology,To Be Discontinued,3/8/23,3/8/23
9580,Amoxapine Tablet,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Tablet, 50 mg (NDC 0591-5714-01)",Revised,12/6/23,Available,,,,Psychiatry,Current,,
9581,Amoxapine Tablet,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Tablet, 25 mg (NDC 0591-5713-01)",Revised,12/6/23,Available,,,,Psychiatry,Current,,
9582,Amoxapine Tablet,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Tablet, 100 mg (NDC 0591-5715-01)",Revised,12/6/23,Allocation,,,Demand increase for the drug,Psychiatry,Current,,
9583,Amoxapine Tablet,"Teva Pharmaceuticals USA, Inc.",800-545-8800,"Tablet, 150 mg (NDC 0591-5716-30)",Revised,12/6/23,Available,,,,Psychiatry,Current,,
9584,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 65862-706-01)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9585,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 65862-070-01)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9586,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 65862-707-01)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9587,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 65862-071-01)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9588,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 125 mg/5 mL (NDC 0143-9888-01)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9589,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 200 mg/5 mL (NDC 0143-9886-01)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9590,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 250 mg/5 mL (NDC 0143-9889-01)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9591,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-01)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9592,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-46)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9593,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-55)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9594,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 0781-6039-58)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9595,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-46)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9596,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-52)",Revised,12/19/23,Limited Availability,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9597,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 0781-6156-57)",Revised,12/19/23,Limited Availability,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9598,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-46)",Revised,12/19/23,Limited Availability,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9599,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-52)",Revised,12/19/23,Limited Availability,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9600,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-545-8747,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0781-6157-57)",Revised,12/19/23,Limited Availability,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9601,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-46)",Revised,12/19/23,Limited Availability,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9602,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-55)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9603,"Amoxicillin Powder, For Suspension",Sandoz Inc.,800-525-8747,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0781-6041-58)",Revised,12/19/23,Limited Availability,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9604,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-73)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9605,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-800,"Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-80)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9606,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 250 mg/5 mL (NDC 0093-4155-79)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9607,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 200 mg/5 mL (NDC 0093-4160-73)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9608,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 200 mg/5 mL (NDC 0093-4160-76)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9609,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 200 mg/5 mL (NDC 0093-4160-78)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9610,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 400 mg/5 mL (NDC 0093-4161-73)",Revised,12/19/23,Available,,,,Anti-Infective,Current,,
9611,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 400 mg/5 mL (NDC 0093-4161-76)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9612,"Amoxicillin Powder, For Suspension","Teva Pharmaceuticals USA, Inc.",800-545-8800,"Powder, For Suspension, 400 mg/5 mL (NDC 0093-4161-78)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9613,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 65862-706-55)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9614,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 125 mg/5 mL (NDC 65862-706-80)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9615,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 65862-070-50)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9616,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 200 mg/5 mL (NDC 65862-070-75)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9617,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 65862-707-55)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9618,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 65862-707-80)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9619,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 65862-071-50)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9620,"Amoxicillin Powder, For Suspension",Aurobindo Pharma USA,866-850-2876,"Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 65862-071-75)",Revised,12/19/23,On allocation.,,,Demand increase for the drug,Anti-Infective; Pediatric,Current,,
9621,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 125 mg/5 mL (NDC 0143-9888-15)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9622,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 125 mg/5 mL (NDC 0143-9888-80)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9623,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 200 mg/5 mL (NDC 0143-9886-50)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9624,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 200 mg/5 mL (NDC 0143-9886-75)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9625,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Amoxicillin, Powder, For Suspension, 250 mg/5 mL (NDC 0143-9889-15)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9626,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 250 mg/5 mL (NDC 0143-9889-80)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9627,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-50)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9628,"Amoxicillin Powder, For Suspension","Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-75)",Revised,12/19/23,Available,,,,Anti-Infective; Pediatric,Current,,
9629,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Granules Pharmaceuticals Inc.,877-770-3183,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 70010-111-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9630,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Granules Pharmaceuticals Inc.,877-770-3183,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 70010-112-01)",Reverified,12/19/23,Unavailable. Estimated availability: February 2024,,,Demand increase for the drug,Psychiatry,Current,,
9631,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Granules Pharmaceuticals Inc.,877-770-3183,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 70010-113-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9632,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Granules Pharmaceuticals Inc.,877-770-3183,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg (NDC 70010-114-01)",Reverified,12/19/23,Unavailable. Estimated availability: February 2024,,,Demand increase for the drug,Psychiatry,Current,,
9633,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Granules Pharmaceuticals Inc.,877-770-3183,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 70010-115-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9634,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Granules Pharmaceuticals Inc.,877-770-3183,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 70010-116-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9635,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Granules Pharmaceuticals Inc.,877-770-3183,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 70010-117-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9636,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Elite Laboratories, Inc.",888-852-6657,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 64850-500-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9637,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Elite Laboratories, Inc.",888-852-6657,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 64850-501-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9638,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Elite Laboratories, Inc.",888-852-6657,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 64850-502-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9639,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Elite Laboratories, Inc.",888-852-6657,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg (NDC 64850-503-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9640,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Elite Laboratories, Inc.",888-852-6657,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 64850-504-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9641,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Elite Laboratories, Inc.",888-852-6657,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 64850-505-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9642,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Elite Laboratories, Inc.",888-852-6657,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 64850-506-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9643,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,800-325-8888,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 0406-8884-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9644,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,800-325-8888,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 0406-8885-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9645,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,800-325-8888,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg (NDC 0406-8891-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9646,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,800-325-8888,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 0406-8892-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9647,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,800-325-8888,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 0406-8893-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9648,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,800-325-8888,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 0406-8894-01)",Reverified,12/19/23,Available,,,,Psychiatry,Current,,
9649,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC",(718) 276-8600 ext. 3,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 42806-344-01)",Revised,12/20/23,Available,,,,Psychiatry,Current,,
