id,generic_name,company_name,contact_info,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
7182,Alprostadil Suppository,"Mylan Specialty, a Viatris Company",800-796-9526,125 mcg (NDC 0037-8110-06),New,6/14/21,,,,,Urology,To be Discontinued,,
7183,Aluminum Hydroxide and Magnesium Carbonate (Gaviscon Regular Strength),GlaxoSmithKline,888-367-6471,"Gaviscon Liquid Regular Strength, 95 mg/15mL, 358 mg/15mL, Mint 12oz, (NDC 0135-0094-41)",New,8/6/21,,,,,Gastroenterology,To be Discontinued,,
7184,Aluminum Hydroxide and Magnesium Carbonate (Gaviscon Regular Strength),GlaxoSmithKline,888-367-6471,"Gaviscon Liquid Regular Strength, 95 mg/15mL, 358 mg/15mL, Mint 6oz, (NDC 0135-0094-42)",New,8/6/21,,,,,Gastroenterology,To be Discontinued,,
7185,Aluminum Hydroxide and Magnesium Carbonate (Gaviscon Regular Strength),GlaxoSmithKline,888-367-6471,"Gaviscon Chewable Tablet, Regular Strength, 80 mg/1, 14.2 mg/1, 100ct Bottle, (NDC 0135-0096-26)",New,8/6/21,,,,,Gastroenterology,To be Discontinued,,
7186,Amantadine Hydrochloride Capsules,Sandoz,800-525-8747,100 mg capsules  (NDCs 0781-2320-01 and 0781-2320-05),New,7/16/20,,,,,Antiviral;Neurology,To be Discontinued,,
7187,Ambrisentan Tablets,Par Pharmaceutical,"800-828-9393, option 5 then option 2","5 mg (NDC 49884-353-11, 49884-353-62 )",New,12/23/21,,,,,Cardiovascular,To be Discontinued,,
7188,Ambrisentan Tablets,Par Pharmaceutical,"800-828-9393, option 5 then option 2","10 mg (NDC 49884-354-11, 49884-354-62)",New,12/23/21,,,,,Cardiovascular,To be Discontinued,,
7189,Amifostine Injection,"Clinigen, Inc.",877-776-5385,ETHYOL® (amifostine) for injection: 3 x 500 mg vials (NDC 76310-017-50),Reverified,5/16/22,Shortage anticipated from June 2020; Estimated shortage duration:  Unknown,,,Other,Oncology;Other,Current,,
7190,Amikacin Sulfate Injection,Teva,800-545-8800,"NDC 0703-9032-03 (500 mg/2 mL (250 mg/mL), 10 x 2 mL Single Dose Vials)",New,8/11/22,,Product is currently unavailable and no future production expected for an extended period.,,,Anti-infective,To be Discontinued,8/11/22,8/11/22
7191,Amikacin Sulfate Injection,Teva,800-545-8800,"NDC 0703-9040-03  (1 g/4 mL (250 mg/mL), 10 x 4 mL Vials)",New,8/11/22,,Product is unavailable and no future production expected for an extended period.,,,Anti-infective,To be Discontinued,8/11/22,8/11/22
7192,Amino Acids,B. Braun Medical Inc.,800-227-2862,"Plenamine 15% Amino Acids Injection 2,000mL S4505 (NDC 00264-4500-05)",New,6/8/22,Available,,,,Gastroenterology,Current,,
7193,Amino Acids,B. Braun Medical Inc.,800-227-2862,"Plenamine 15% Amino Acids Injection 1,000mL S4500 (NDC 00264-4500-00)",Revised,6/8/22,Available,,,,Gastroenterology,Current,,
7194,Amino Acids,"ICU Medical, Inc.",877-976-7747,Aminosyn II 15% Sulfite-Free BLK PK 2000 mL (Legacy Hospira NDC 0409-7171-17)(ICU Medical NDC 0990-7171-17),Reverified,10/3/22,Unavailable,,,Other,Gastroenterology,Current,,
7195,Amino Acids,"ICU Medical, Inc.",877-946-7747,Aminosyn II 10% Sulfite-Free BLK PK 2000 mL (NDC 0409-7172-17) (ICU Medical NDC 0990-7172-17),Reverified,10/3/22,Unavailable,,,Other,Gastroenterology,Current,,
7196,Amino Acids,"ICU Medical, Inc.",877-946-7747,"AMINOSYN™-PF 7%, Sulfite-Free, 500 mL (NDC 0409-4178-03) (ICU Medical NDC 0990-4178-03)",Reverified,10/3/22,Available,,,,Gastroenterology,Current,,
7197,Amino Acids,"ICU Medical, Inc.",877-946-7747,"AMINOSYN-PF 10%  Sulfite-Free  (Pediatric Formula) 1000 mL   (Legacy Hospira NDC 0409-4179-05) (ICU Medical NDC 0990-4179-05)""""",,10/3/22,Unavailable,,,Other,Gastroenterology,Current,,
7198,Amino Acids,Baxter Healthcare,888-229-0001,"15% CLINISOL - sulfite-free (Amino Acid) Injection in VIAFLEX Plastic Container. Pharmacy Bulk Package. Not for Direct Infusion. Product Codes: 2B6189 15% 2000 mL (NDC 0338-0502-06), 2B6187 15% 500 mL (NDC 0338-0502-03)",Reverified,9/28/22,Available,,,,Gastroenterology,Current,,
7199,Amiodarone Tablets,Sandoz,800-525-8747,"Amiodarone hydrochloride tablets, 200 mg, 60 count bottle (NDC 0185-0144-60)",New,2/23/18,,,,,Cardiovascular,To be Discontinued,,
7200,Amiodarone Tablets,Sandoz,800-525-8747,"Amiodarone hydrochloride tablets, 200 mg, 90 count bottle (NDC 0185-0144-09)",New,2/23/18,,,,,Cardiovascular,To be Discontinued,,
7201,Amiodarone Tablets,Sandoz,800-525-8747,"Amiodarone hydrochloride tablets, 200 mg, 500 count bottle (NDC 0185-0144-05)",New,2/23/18,,,,,Cardiovascular,To be Discontinued,,
7202,Amiodarone Tablets,Sandoz,800-525-8747,"Amiodarone hydrochloride tablets, 400 mg, 500 count bottle (NDC 0245-0145-15)",New,2/23/18,,,,,Cardiovascular,To be Discontinued,,
7203,Amiodarone Tablets,Sandoz,800-525-8747,"Amiodarone hydrochloride tablets, 400 mg, 30 count bottle (NDC 0245-0145-30)",New,2/23/18,,,,,Cardiovascular,To be Discontinued,,
7204,Amitriptyline Hydrochloride Tablets,"Mylan Specialty, a Viatris Company",800-796-9526,10 mg (NDCs 0378-2610-01 and 0378-2610-10),New,8/2/21,,,,,Psychiatry,To be Discontinued,,
7205,Amitriptyline Hydrochloride Tablets,"Mylan Specialty, a Viatris Company",800-796-9526,25 mg (NDCs 0378-2625-01 and 0378-2625-10),New,8/2/21,,,,,Psychiatry,To be Discontinued,,
7206,Amitriptyline Hydrochloride Tablets,"Endo Pharmaceuticals, Inc.","800-828-9393, option 5, then option 2","10mg (NDCs 0603-2212-02, 0603-2212-16, 0603-2212-21, and 0603-2212-32)",New,12/16/21,,,,,Psychiatry,To be Discontinued,,
7207,Amitriptyline Hydrochloride Tablets,"Endo Pharmaceuticals, Inc.","800-828-9393, option 5, then option 2","25mg (NDCs 0603-2213-02, 0603-2213-21, 0603-2213-30, and 0603-2213-32)",New,12/16/21,,,,,Psychiatry,To be Discontinued,,
7208,Amitriptyline Hydrochloride Tablets,"Endo Pharmaceuticals, Inc.","800-828-9393, option 5, then option 2",50mg (NDCs 0603-2214-21 and 0603-2214-32),New,12/16/21,,,,,Psychiatry,To be Discontinued,,
7209,Amitriptyline Hydrochloride Tablets,"Endo Pharmaceuticals, Inc.","800-828-9393, option 5, then option 2",75mg (NDCs 0603-2215-21 and 0603-2215-25),New,12/16/21,,,,,Psychiatry,To be Discontinued,,
7210,Amitriptyline Hydrochloride Tablets,"Endo Pharmaceuticals, Inc.","800-828-9393, option 5, then option 2",100mg (NDCs 0603-2216-21 and 0603-2216-25),New,12/16/21,,,,,Psychiatry,To be Discontinued,,
7211,Amitriptyline Hydrochloride Tablets,"Endo Pharmaceuticals, Inc.","800-828-9393, option 5, then option 2",150mg (NDC 0603-2217-21),New,12/16/21,,,,,Psychiatry,To be Discontinued,,
7212,Amoxapine Tablets,Teva Pharmaceuticals,800-545-8800,"50 mg, 100 tablets (NDC 0591-5714-01)",Revised,10/5/22,Available,,,,Psychiatry,Current,,
7213,Amoxapine Tablets,Teva Pharmaceuticals,800-545-8800,"25 mg, 100 tablets (NDC 0591-5713-01)",Revised,10/5/22,"Backorder, Recovery expected Nov-22",,,Other,Psychiatry,Current,,
7214,Amoxapine Tablets,Teva Pharmaceuticals,800-545-8800,"100 mg, 100 tablets (NDC 0591-5715-01)",Revised,10/5/22,Product is Available,,,,Psychiatry,Current,,
7215,Amoxapine Tablets,Teva Pharmaceuticals,800-545-8800,"150 mg, 30 tablets (NDC 00591-5716-30)",Revised,10/5/22,Allocation,,,,Psychiatry,Current,,
7216,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,12.5  mg 100 count (NDC 0555-0776-02),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7217,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,15  mg 100 count (NDC 0555-0777-02),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7218,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,7.5  mg 100 count (NDC 0555-0775-02),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7219,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,10  mg 100 count (NDC 0555-0972-02),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7220,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,20 mg 100 count (NDC 0555-0973-02),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7221,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,30 mg 100 count (NDC 0555-0974-02),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7222,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,5 mg 100 count (NDC 0555-0971-02),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7223,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"5 mg, 100 Count Bottle (NDC 68382-950-01)",Revised,7/12/21,,,,,Psychiatry,To be Discontinued,,
7224,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"7.5 mg, 100 Count Bottle (NDC 68382-951-01)",Revised,7/12/21,,,,,Psychiatry,To be Discontinued,,
7225,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"10 mg, 100 Count Bottle (NDC 68382-952-01)",Revised,7/12/21,,,,,Psychiatry,To be Discontinued,,
7226,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"12.5 mg, 100 Count Bottle (NDC 68382-953-01)",Revised,7/12/21,,,,,Psychiatry,To be Discontinued,,
7227,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"15 mg, 100 Count Bottle (NDC 68382-954-01)",Revised,7/12/21,,,,,Psychiatry,To be Discontinued,,
7228,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"20 mg, 100 Count Bottle (NDC 68382-955-01)",Revised,7/12/21,,,,,Psychiatry,To be Discontinued,,
7229,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"30 mg, 100 Count Bottle (NDC 68382-956-01)",Revised,7/12/21,,,,,Psychiatry,To be Discontinued,,
7230,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"30 mg, 100 Count Bottle (NDC 0185-0864-01)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7231,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"20 mg, 100 Count Bottle (NDC 0185-0853-01)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7232,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"10 mg, 100 Count Bottle (NDC 0185-0842-01)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7233,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"5 mg, 100 Count Bottle (NDC 0185-0831-01)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7234,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 10mg 100 (NDC 57844-0110-01),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7235,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 12.5mg 100 (NDC 57844-0112-01),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7236,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 15mg 100 (NDC 57844-0115-01),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7237,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 20mg 100 (NDC 57844-0120-01),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7238,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 30mg 100 (NDC 57844-0130-01),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7239,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 5mg 100 (NDC 57844-0105-01),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7240,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 7.5mg 100 (NDC 57844-0117-01),Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7241,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,5mg [1.25/1.25/1.25/1.25mg] 100s (NDC 0378-4541-01),Revised,5/31/22,,,,,Psychiatry,Resolved,,
7242,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,7.5mg [1.875/1.875/1.875/1.875mg] 100s (NDC 0378-4542-01),Revised,5/31/22,,,,,Psychiatry,Resolved,,
7243,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,10mg [2.5/2.5/2.5/2.5mg] 100s (NDC 0378-4543-01),Revised,5/31/22,,,,,Psychiatry,Resolved,,
7244,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,12.5mg [3.125/3.125/3.125/3.125mg] 100s (NDC 0378-4544-01),Revised,5/31/22,,,,,Psychiatry,Resolved,,
7245,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,15mg [3.75/3.75/3.75/3.75mg] 100s (NDC 0378-4545-01),Revised,5/31/22,,,,,Psychiatry,Resolved,,
7246,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,20mg [5/5/5/5mg] 100s (NDC 0378-4546-01),Revised,5/31/22,,,,,Psychiatry,Resolved,,
7247,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,30mg [7.5/7.5/7.5/7.5mg] 100s (NDC 0378-4547-01),Revised,5/31/22,,,,,Psychiatry,Resolved,,
7248,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 5 mg, 100 (NDC 13107-0068-01)",Revised,5/31/22,,,,,Psychiatry,Resolved,,
7249,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 10 mg, 100 (NDC 13107-0070-01)",Revised,5/31/22,,,,,Psychiatry,Resolved,,
7250,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 15 mg, 100 (NDC 13107-0072-01)",Revised,5/31/22,,,,,Psychiatry,Resolved,,
7251,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 20 mg, 100 (NDC 13107-0073-01)",Revised,5/31/22,,,,,Psychiatry,Resolved,,
7252,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 30 mg, 100 (NDC 13107-0074-01)",Revised,5/31/22,,,,,Psychiatry,Resolved,,
7253,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"5 mg, 100 count (NDC 0527-1500-37)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7254,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"7.5 mg, 100 count (NDC 0527-1501-37)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7255,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"10 mg, 100 count (NDC 0527-1502-37)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7256,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"12.5 mg, 100 count (NDC 0527-1503-37)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7257,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"15 mg, 100 count (NDC 0527-1504-37)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7258,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"20 mg, 100 count (NDC 0527-1505-37)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7259,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"30 mg, 100 count (NDC 0527-1506-37)",Revised,5/31/22,,,Available,,Psychiatry,Resolved,,
7260,"Amphetamine Oral Suspension, Extended Release","Tris Pharma, Inc.",732-940-0358,Amphetamine (Dyanavel XR) EQ 2.5MG BASE/ML (NDC 27808-102-01),Revised,8/26/22,,,,,Psychiatry,Resolved,8/26/22,
7261,Ampicillin for Injection,"Mylan Institutional, a Viatris company",800-796-9526,250 mg (NDC 67457-353-10),New,9/23/21,,,,,Anti-Infective,To be Discontinued,,
7262,Ampicillin for Injection,"Mylan Institutional, a Viatris company",800-796-9526,500 mg (NDC 67457-350-10),New,9/23/21,,,,,Anti-Infective,To be Discontinued,,
7263,Ampicillin for Injection,Pfizer,844-646-4398,1 g; Single Dose Vial (Powder) (NDC 0409-3726-01),New,7/29/22,,Supply expected to exhaust 01Aug2022; Discontinuation of the manufacture of the drug.,,,,To Be Discontinued,7/29/22,7/29/22
7264,Ampicillin for Injection,Pfizer,844-646-4398,2 g; Single Dose Vial (Powder) (NDC 0409-3720-01,New,7/29/22,,Discontinuation of the manufacture of the drug.,,,,To Be Discontinued,7/29/22,7/29/22
7265,Ampicillin for Injection,Pfizer,844-646-4398,500 mg; Single Dose Vial (Powder) (NDC 0409-3718-01),New,6/22/22,,,,,Antibiotic,To be Discontinued,,
7266,Anagrelide Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,1 MG 100 Capsules (NDC 0172-5240-60),Revised,7/20/21,,,,,Hematology,Resolved,,
7267,Anagrelide Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,0.5 MG 100 Capsules (NDC 0172-5241-60),Revised,7/20/21,,,,,Hematology,Resolved,,
7268,Anagrelide Hydrochloride Capsules,Takeda Pharmaceuticals USA Inc.,877-825-3327,"AGRYLIN 0.5 mg Capsule,100 capsules in 1 bottle (NDC 54092-063-01)",Revised,7/20/21,,,Available,,Hematology,Resolved,,
7269,Anagrelide Hydrochloride Capsules,Torrent Pharma Inc.,908-280-3333,0.5 mg per capsule Bottles of 100 (NDC 13668-453-01),Revised,7/20/21,,,Available,,Hematology,Resolved,,
7270,Anagrelide Hydrochloride Capsules,Torrent Pharma Inc.,908-280-3333,"1 mg per capsule, Bottles of 100 (NDC 13668-462-01)",Revised,7/20/21,,,Available,,Hematology,Resolved,,
7271,Aspirin/Dipyridamole (Aggrenox) Extended Release Capsules,"Boehringer Ingelheim Pharmaceuticals, Inc.",800-542-6257,25mg/200mg capsules (NDC 0597-0001-60),New,5/26/20,,,,,Cardiovascular,To be Discontinued,,
