id,generic_name,company_name,contact_info,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
5156,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"20 mg, 100 Count Bottle (NDC 0185-0853-01)",Reverified,11/16/21,Available,,,Demand increase for the drug,Psychiatry,Current,,
5157,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"10 mg, 100 Count Bottle (NDC 0185-0842-01)",Reverified,11/16/21,Available,,,Demand increase for the drug,Psychiatry,Current,,
5158,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"5 mg, 100 Count Bottle (NDC 0185-0831-01)",Reverified,11/16/21,Available,,,Demand increase for the drug,Psychiatry,Current,,
5159,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 10mg 100 (NDC 57844-0110-01),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5160,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 12.5mg 100 (NDC 57844-0112-01),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5161,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 15mg 100 (NDC 57844-0115-01),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5162,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 20mg 100 (NDC 57844-0120-01),Reverified,11/8/21,Currently unavailable. Expected resupply end of September and product recovery October 2021,,,,Psychiatry,Current,,
5163,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 30mg 100 (NDC 57844-0130-01),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5164,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 5mg 100 (NDC 57844-0105-01),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5165,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 7.5mg 100 (NDC 57844-0117-01),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5166,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,5mg [1.25/1.25/1.25/1.25mg] 100s (NDC 0378-4541-01),Reverified,11/29/21,Out of Stock/Unavailable,,,Other,Psychiatry,Current,,
5167,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,7.5mg [1.875/1.875/1.875/1.875mg] 100s (NDC 0378-4542-01),Reverified,11/29/21,Out of Stock/Unavailable,,,Other,Psychiatry,Current,,
5168,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,10mg [2.5/2.5/2.5/2.5mg] 100s (NDC 0378-4543-01),Reverified,11/29/21,Out of Stock/Unavailable,,,Other,Psychiatry,Current,,
5169,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,12.5mg [3.125/3.125/3.125/3.125mg] 100s (NDC 0378-4544-01),Reverified,11/29/21,Out of Stock/Unavailable,,,Other,Psychiatry,Current,,
5170,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,15mg [3.75/3.75/3.75/3.75mg] 100s (NDC 0378-4545-01),Reverified,11/29/21,Out of Stock/Unavailable,,,Other,Psychiatry,Current,,
5171,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,20mg [5/5/5/5mg] 100s (NDC 0378-4546-01),Reverified,11/29/21,Out of Stock/Unavailable,,,Other,Psychiatry,Current,,
5172,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,30mg [7.5/7.5/7.5/7.5mg] 100s (NDC 0378-4547-01),Reverified,11/29/21,Out of Stock/Unavailable,,,Other,Psychiatry,Current,,
5173,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 5 mg, 100 (NDC 13107-0068-01)",Reverified,11/10/21,Available,,,Demand increase for the drug,Psychiatry,Current,,
5174,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 10 mg, 100 (NDC 13107-0070-01)",Reverified,11/10/21,Available,,,Demand increase for the drug,Psychiatry,Current,,
5175,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 15 mg, 100 (NDC 13107-0072-01)",Reverified,11/10/21,Available,,,Demand increase for the drug,Psychiatry,Current,,
5176,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 20 mg, 100 (NDC 13107-0073-01)",Reverified,11/10/21,Available,,,Demand increase for the drug,Psychiatry,Current,,
5177,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 30 mg, 100 (NDC 13107-0074-01)",Reverified,11/10/21,Available,,,Demand increase for the drug,Psychiatry,Current,,
5178,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,12.5  mg 100 count (NDC 0555-0776-02),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5179,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,15  mg 100 count (NDC 0555-0777-02),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5180,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,7.5  mg 100 count (NDC 0555-0775-02),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5181,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,10  mg 100 count (NDC 0555-0972-02),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5182,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,20 mg 100 count (NDC 0555-0973-02),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5183,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,30 mg 100 count (NDC 0555-0974-02),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5184,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,5 mg 100 count (NDC 0555-0971-02),Reverified,11/8/21,Available,,,,Psychiatry,Current,,
5185,Ampicillin for Injection,"Mylan Institutional, a Viatris company",800-796-9526,250 mg (NDC 67457-353-10),New,9/23/21,,,,,Anti-Infective,To be Discontinued,9/23/21,9/23/21
5186,Ampicillin for Injection,"Mylan Institutional, a Viatris company",800-796-9526,500 mg (NDC 67457-350-10),New,9/23/21,,,,,Anti-Infective,To be Discontinued,9/23/21,9/23/21
5187,"Ampicillin for Injection, USP","Hospira, Inc.",844-646-4398,250 mg/vial; Single Dose Vial (powder) (NDC 00409-3719-01),New,12/14/20,,Discontinuation of the manufacture of the drug,,,Antiviral,To be Discontinued,12/14/20,12/14/20
5188,Anagrelide Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,1 MG 100 Capsules (NDC 0172-5240-60),Revised,7/20/21,,,,,Hematology,Resolved,7/20/21,
5189,Anagrelide Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,0.5 MG 100 Capsules (NDC 0172-5241-60),Revised,7/20/21,,,,,Hematology,Resolved,7/20/21,
5190,Anagrelide Hydrochloride Capsules,Takeda Pharmaceuticals USA Inc.,877-825-3327,"AGRYLIN 0.5 mg Capsule,100 capsules in 1 bottle (NDC 54092-063-01)",Revised,7/20/21,,,Available,,Hematology,Resolved,7/20/21,
5191,Anagrelide Hydrochloride Capsules,Torrent Pharma Inc.,908-280-3333,0.5 mg per capsule Bottles of 100 (NDC 13668-453-01),Revised,7/20/21,,,Available,,Hematology,Resolved,7/20/21,
5192,Anagrelide Hydrochloride Capsules,Torrent Pharma Inc.,908-280-3333,"1 mg per capsule, Bottles of 100 (NDC 13668-462-01)",Revised,7/20/21,,,Available,,Hematology,Resolved,7/20/21,
5193,Asenapine (Saphris®) Sublingual Tablets,Allergan,800-678-1605,5 mg (NDC 0456-2405-63),New,3/3/21,,The company has made a business decision to discontinue manufacturing this product. All other Saphris® SKU’s remain available.,,,Psychiatry,To be Discontinued,3/3/21,3/3/21
5194,Asenapine (Saphris®) Sublingual Tablets,Allergan,800-678-1605,10 mg (NDC 0456-2410-63),New,3/3/21,,The company has made a business decision to discontinue manufacturing this product. All other Saphris® SKU’s remain available.,,,Psychiatry,To be Discontinued,3/3/21,3/3/21
5195,Asenapine Maleate (Saphris®) Sublingual Tablets,Allergan,800-678-1605,Box of 100 (10 blisters with 10 tablets) (NDC 00456-2405-63),New,2/8/21,,The company has made a business decision to discontinue manufacturing this product.  All other Saphris® SKU’s remain available.,,,Psychiatry,To be Discontinued,2/8/21,2/8/21
5196,Asenapine Maleate (Saphris®) Sublingual Tablets,Allergan,800-678-1605,Box of 100 (10 blisters with 10 tablets) (NDC 0456-2410-63),New,2/8/21,,The company has made a business decision to discontinue manufacturing this product.  All other Saphris® SKU’s remain available.,,,Psychiatry,To be Discontinued,2/8/21,2/8/21
5197,Aspirin/Dipyridamole (Aggrenox) Extended Release Capsules,"Boehringer Ingelheim Pharmaceuticals, Inc.",800-542-6257,25mg/200mg capsules (NDC 0597-0001-60),New,5/26/20,,"Business decision made by the applicant, BIPI. BIPI will no longer be supplying the market with AGGRENOX capsules after June 11, 2020.",,,Cardiovascular,To be Discontinued,5/26/20,5/26/20
5198,Atazanavir Capsules,Bristol Myers Squibb Co.,800-332-2056,150mg (NDC 0003-3624-12),New,4/28/21,,"Product available until December 31, 2021.",,,Antiviral,To be Discontinued,4/28/21,4/28/21
5199,Atropine Sulfate Injection,American Regent/Luitpold,800-645-1706,"0.4 mg/mL, 1 mL single-dose vial, package of 25 (NDC 00517-0401-25)",Reverified,5/19/21,Available,"American Regent is currently releasing the 0.4mg/mL, 1 mL vial, NDC 00517-0401-25",,Other,Anesthesia;Neurology;Pediatric,Current,,
5200,Atropine Sulfate Injection,Accord Healthcare Inc.,"866-941-7875, option 2","0.4 mg/mL, 1 mL single dose vial, pack of 25 (NDC 16729-525-08)",New,9/10/21,Available,,,,Anesthesia;Neurology;Pediatric,Current,,
5201,Atropine Sulfate Injection,Accord Healthcare Inc.,"866-941-7875, option 2","0.4 mg/mL, 20 mL multi-dose vial, pack of 10 (NDC 16729-512-43)",New,9/10/21,Available,,,,Anesthesia;Neurology;Pediatric,Current,,
5202,Atropine Sulfate Injection,Accord Healthcare Inc.,"866-941-7875, option 2","1 mg/mL, 1 mL single dose vial, pack of 25 (NDC 16729-526-08)",New,9/10/21,Available,,,,Anesthesia;Neurology;Pediatric,Current,,
5203,Atropine Sulfate Injection,Accord Healthcare Inc.,"866-941-7875, option 2","0.05 mg/mL, 5 mL prefilled syringe, pack of 10 (NDC 16729-483-03)",New,9/10/21,Available,,,,Anesthesia;Neurology;Pediatric,Current,,
5204,Atropine Sulfate Injection,Accord Healthcare Inc.,"866-941-7875, option 2","0.1 mg/mL, 10 mL prefilled syringe, pack of 10 (NDC 16729-484-45)",New,9/10/21,Available,,,,Anesthesia;Neurology;Pediatric,Current,,
5205,Atropine Sulfate Injection,Accord Healthcare Inc.,"866-941-7875, option 2","0.1 mg/mL, 5 mL prefilled syringe, pack of 10 (NDC 16729-484-90)",New,9/10/21,Available,,,,Anesthesia;Neurology;Pediatric,Current,,
5206,Atropine Sulfate Injection,"Fresenius Kabi USA, LLC",888-386-1300,8 mg per 20 mL (0.4 mg per mL); MDV; (NDC 63323-580-20),Reverified,11/23/21,5 month expiry (4/2022 expiry) dating available  by request.,Check wholesaler inventory,,Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,,
5207,Atropine Sulfate Injection,"Amphastar Pharmaceuticals, Inc./IMS",800-423-4136,0.1 mg/mL; 10 mL Luer-Jet Prefilled Syringe (NDC 76329-3340-1),Revised,11/2/21,Backorder due to the increase in demands,,,,Anesthesia;Neurology;Pediatric,Current,,
