id,generic_name,company_name,contact_info,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
35,Amino Acids,Baxter Healthcare,888-229-0001,CLINIMIX E sulfite-free (Amino Acid with Electrolytes in Dextrose with Calcium) Injection in CLARITY Dual Chamber Container,Revised,9/24/19,,,,,Gastroenterology;Pediatric;Total Parenteral Nutrition,Resolved,9/24/19,
36,Amino Acids,Baxter Healthcare,888-229-0001,CLINIMIX sulfite-free (Amino Acid in Dextrose) Injection in CLARITY Dual Chamber Container,Revised,9/24/19,,,,,Gastroenterology;Pediatric;Total Parenteral Nutrition,Resolved,9/24/19,
37,Amino Acids,Baxter Healthcare,888-229-0001,SYNTHAMIN 17 without Electrolytes - 10% Amino Acids Intravenous Infusion 3000 mL. Product code FKB6642.  Pack factor 3  (NDC 0338-9575-03),Revised,9/24/19,,,,,Gastroenterology;Pediatric;Total Parenteral Nutrition,Resolved,9/24/19,
38,Amino Acids,Baxter Healthcare,888-229-0001,"CLINIMIX N9G15E-Solution for Infusion, 1000 mL (2.75% Amino Acid in 7.5% Glucose with Electrolytes). Product code FKB6669C - Pack factor of 8 (NDC 0338-9570-08)",Revised,9/24/19,,,,,Gastroenterology;Pediatric;Total Parenteral Nutrition,Resolved,9/24/19,
39,Amino Acids,Baxter Healthcare,888-229-0001,"CLINIMIX N9G20E-Solution for Infusion, 1000 mL  (2.75% Amino Acid in 10% Glucose with Electrolytes) Product code FKB6670C - Pack factor of 8 
(NDC 0338-9566-08)",Revised,9/24/19,,,,,Gastroenterology;Pediatric;Total Parenteral Nutrition,Resolved,9/24/19,
40,Amino Acids,Baxter Healthcare,888-229-0001,"CLINIMIX N14G30E-Solution for Infusion, 2000 mL (4.25% Amino Acid in 15% Dextrose with Electrolytes) Product code FKB6654V - Pack factor of 4 (NDC 0338-9587-04)",Revised,9/24/19,,,,,Gastroenterology;Pediatric;Total Parenteral Nutrition,Resolved,9/24/19,
41,"Aminophylline Injection, USP","Hospira, Inc.",844-646-4398,250 mg/10mL (25 mg/mL) Single Dose Glass Fliptop Vial (NDC 0409-5921-01),Reverified,12/20/19,Limited Supply Available. Next Delivery and Estimated Recovery: December 2019,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Pulmonary/Allergy,Current,,
42,"Aminophylline Injection, USP","Hospira, Inc.",844-646-4398,500 mg/20mL (25 mg/mL) Single Dose Glass Fliptop Vial (NDC 0409-5922-01),Reverified,12/20/19,Available,,,Other,Pulmonary/Allergy,Current,,
43,Amiodarone Tablets,Sandoz,800-525-8747,"Amiodarone hydrochloride tablets, 200 mg, 60 count bottle (NDC 0185-0144-60)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Amiodarone HCl Tablets.,,,Cardiovascular,To be Discontinued,2/23/18,2/23/18
44,Amiodarone Tablets,Sandoz,800-525-8747,"Amiodarone hydrochloride tablets, 200 mg, 90 count bottle (NDC 0185-0144-09)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Amiodarone HCl Tablets.,,,Cardiovascular,To be Discontinued,2/23/18,2/23/18
45,Amiodarone Tablets,Sandoz,800-525-8747,"Amiodarone hydrochloride tablets, 200 mg, 500 count bottle (NDC 0185-0144-05)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Amiodarone HCl Tablets.,,,Cardiovascular,To be Discontinued,2/23/18,2/23/18
46,Amiodarone Tablets,Sandoz,800-525-8747,"Amiodarone hydrochloride tablets, 400 mg, 500 count bottle (NDC 0245-0145-15)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Amiodarone HCl Tablets.,,,Cardiovascular,To be Discontinued,2/23/18,2/23/18
47,Amiodarone Tablets,Sandoz,800-525-8747,"Amiodarone hydrochloride tablets, 400 mg, 30 count bottle (NDC 0245-0145-30)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Amiodarone HCl Tablets.,,,Cardiovascular,To be Discontinued,2/23/18,2/23/18
48,Amitriptyline Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"10 mg, 100 count bottle (NDC 0378-2610-01)",New,5/2/19,,,,,Psychiatry,To be Discontinued,5/2/19,5/2/19
49,Amitriptyline Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"10 mg, 1000 count bottle (NDC 0378-2610-10)",New,5/2/19,,,,,Psychiatry,To be Discontinued,5/2/19,5/2/19
50,Amitriptyline Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"25 mg, 100 count bottle (NDC 0378-2625-01)",New,5/2/19,,,,,Psychiatry,To be Discontinued,5/2/19,5/2/19
51,Amitriptyline Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"25 mg, 1000 count bottle (NDC 0378-2625-10)",New,5/2/19,,,,,Psychiatry,To be Discontinued,5/2/19,5/2/19
52,Amitriptyline Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"50 mg, 100 count bottle (NDC 0378-2650-01)",New,5/2/19,,,,,Psychiatry,To be Discontinued,5/2/19,5/2/19
53,Amitriptyline Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"50 mg, 1000 count bottle (NDC 0378-2650-10)",New,5/2/19,,,,,Psychiatry,To be Discontinued,5/2/19,5/2/19
54,Amitriptyline Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"75 mg, 100 count bottle (NDC 0378-2675-01)",New,5/2/19,,,,,Psychiatry,To be Discontinued,5/2/19,5/2/19
55,Amitriptyline Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"100 mg, 100 count bottle (NDC 0378-2685-01)",New,5/2/19,,,,,Psychiatry,To be Discontinued,5/2/19,5/2/19
56,Amitriptyline Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"150 mg, 100 count bottle (NDC 0378-2695-01)",New,5/2/19,,,,,Psychiatry,To be Discontinued,5/2/19,5/2/19
57,Amlodipine Besylate and Benazepril Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,2.5 mg/10 mg (NDC 0093-7370-01),New,6/5/19,,This was a business-related decision to discontinue manufacturing these products,,,Cardiovascular,To be Discontinued,6/5/19,6/5/19
58,Amlodipine Besylate and Benazepril Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,5 mg/10 mg (NDC 0093-7371-01),New,6/5/19,,This was a business-related decision to discontinue manufacturing these products,,,Cardiovascular,To be Discontinued,6/5/19,6/5/19
59,Amlodipine Besylate and Benazepril Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,5 mg/20 mg (NDC 0093-7372-01),New,6/5/19,,This was a business-related decision to discontinue manufacturing these products,,,Cardiovascular,To be Discontinued,6/5/19,6/5/19
60,Amlodipine Besylate and Benazepril Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,5 mg/40 mg (NDC 0093-7670-01),New,6/5/19,,This was a business-related decision to discontinue manufacturing these products,,,Cardiovascular,To be Discontinued,6/5/19,6/5/19
61,Amlodipine Besylate and Benazepril Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,10 mg/20 mg (NDC 0093-7373-01),New,6/5/19,,This was a business-related decision to discontinue manufacturing these products,,,Cardiovascular,To be Discontinued,6/5/19,6/5/19
62,Amlodipine Besylate and Benazepril Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,10 mg/40 mg (NDC 0093-7671-01),New,6/5/19,,This was a business-related decision to discontinue manufacturing these products,,,Cardiovascular,To be Discontinued,6/5/19,6/5/19
63,Amlodipine Besylate and Olmesartan Medoxomil Tablets,"Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.",800-545-8800,5 mg/20 mg tablets (NDCs 0093-7027-56 and 0093-7027-98),New,3/11/19,,This product discontinuation is a business related decision.,,,Cardiovascular,To be Discontinued,3/11/19,3/11/19
64,Amlodipine Besylate and Olmesartan Medoxomil Tablets,"Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.",800-545-8800,5 mg/40 mg tablets (NDCs 0093-7028-56 and 0093-7028-98),New,3/11/19,,This product discontinuation is a business related decision.,,,Cardiovascular,To be Discontinued,3/11/19,3/11/19
65,Amlodipine Besylate and Olmesartan Medoxomil Tablets,"Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.",800-545-8800,10 mg/20 mg tablets (NDCs 0093-7029-56 and 0093-7029-98),New,3/11/19,,This product discontinuation is a business related decision.,,,Cardiovascular,To be Discontinued,3/11/19,3/11/19
66,Amlodipine Besylate and Olmesartan Medoxomil Tablets,"Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.",800-545-8800,10 mg/20 mg tablets (NDCs 0093-7030-56 and 0093-7030-98),New,3/11/19,,This product discontinuation is a business related decision.,,,Cardiovascular,To be Discontinued,3/11/19,3/11/19
67,Amoxicillin (Moxatag) Extended Release Tablets,"Pragma Pharmaceuticals, LLC",414-434-6604,775 mg tablets (NDCs 69442-030-10 and NDCs 69442-030-30),New,12/19/18,,"The last batches will expire September 30, 2019.",,,Anti-Infective,To be Discontinued,12/19/18,12/19/18
68,Amoxicillin Powder for Suspension,Teva Pharmaceuticals,800-545-8800,"125 mg/5 mL powder for suspension (NDCs 0093-4150-73, 0093-4150-79 and 0093-4150-80)",New,6/3/19,,This product discontinuation is a business related decision.,,,Anti-Infective,To be Discontinued,6/3/19,6/3/19
69,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"5 mg, 100 Count Bottle (NDC 68382-950-01)",New,9/12/19,Available; allocating inventory.,Product is on allocation to its current committed customers.,,Shortage of an active ingredient,Psychiatry,Current,,
70,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"7.5 mg, 100 Count Bottle (NDC 68382-951-01)",New,9/12/19,Available; allocating inventory.,Product is on allocation to its current committed customers.,,Shortage of an active ingredient,Psychiatry,Current,,
71,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"10 mg, 100 Count Bottle (NDC 68382-952-01)",New,9/12/19,Available; allocating inventory.,Product is on allocation to its current committed customers.,,Shortage of an active ingredient,Psychiatry,Current,,
72,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"12.5 mg, 100 Count Bottle (NDC 68382-953-01)",New,9/12/19,Available; allocating inventory.,Product is on allocation to its current committed customers.,,Shortage of an active ingredient,Psychiatry,Current,,
73,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"15 mg, 100 Count Bottle (NDC 68382-954-01)",New,9/12/19,Available; allocating inventory.,Product is on allocation to its current committed customers.,,Shortage of an active ingredient,Psychiatry,Current,,
74,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"20 mg, 100 Count Bottle (NDC 68382-955-01)",New,9/12/19,Available; allocating inventory.,Product is on allocation to its current committed customers.,,Shortage of an active ingredient,Psychiatry,Current,,
75,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"30 mg, 100 Count Bottle (NDC 68382-956-01)",New,9/12/19,Available; allocating inventory.,Product is on allocation to its current committed customers.,,Shortage of an active ingredient,Psychiatry,Current,,
76,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"30 mg, 100 Count Bottle (NDC 0185-0864-01)",Reverified,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
77,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"20 mg, 100 Count Bottle (NDC 0185-0853-01)",Reverified,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
78,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"10 mg, 100 Count Bottle (NDC 0185-0842-01)",Reverified,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
79,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"5 mg, 100 Count Bottle (NDC 0185-0831-01)",Reverified,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
80,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 10mg 100 (NDC 57844-0110-01),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,
81,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 12.5mg 100 (NDC 57844-0112-01),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,
82,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 15mg 100 (NDC 57844-0115-01),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,
83,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 20mg 100 (NDC 57844-0120-01),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,
84,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 30mg 100 (NDC 57844-0130-01),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,
85,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 5mg 100 (NDC 57844-0105-01),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,
86,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 7.5mg 100 (NDC 57844-0117-01),Reverified,12/16/19,Product is Available,,,,Psychiatry,Current,,
87,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,5mg [1.25/1.25/1.25/1.25mg] 100s (NDC 0378-4541-01),Reverified,11/26/19,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,
88,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,7.5mg [1.875/1.875/1.875/1.875mg] 100s (NDC 0378-4542-01),Reverified,11/26/19,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,
89,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,10mg [2.5/2.5/2.5/2.5mg] 100s (NDC 0378-4543-01),Reverified,11/26/19,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,
90,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,12.5mg [3.125/3.125/3.125/3.125mg] 100s (NDC 0378-4544-01),Reverified,11/26/19,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,
91,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,15mg [3.75/3.75/3.75/3.75mg] 100s (NDC 0378-4545-01),Reverified,11/26/19,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,
92,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,20mg [5/5/5/5mg] 100s (NDC 0378-4546-01),Reverified,11/26/19,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,
93,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,30mg [7.5/7.5/7.5/7.5mg] 100s (NDC 0378-4547-01),Reverified,11/26/19,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,
94,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 5 mg, 100 (NDC 13107-0068-01)",New,9/12/19,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,
95,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 10 mg, 100 (NDC 13107-0070-01)",New,9/12/19,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,
96,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 15 mg, 100 (NDC 13107-0072-01)",New,9/12/19,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,
